OdorIdx,ListIdx,MolIdx,CAS,OdorTypeN,OdorDescriptorN
537,1,1595,123-11-5,24,250;157;201;159;482;538;408;40;470;328;517;23
538,1,1596,123-15-9,189,243;215;189;518
539,1,1599,123-19-3,215,143;511;105;482;396;215
540,1,1601,123-25-1,215,215;26;544
541,1,1604,123-29-5,531,143;430;41;25;531;536;343;505;188;215;438
542,1,1607,123-32-0,121,240;427;52;378;139;348;181;337;408;538;321
543,1,1608,123-32-0,121,405;348;427
544,1,1611,123-35-3,470,257;430;495;390;91;538;101;40;398;470
545,1,1612,123-38-6,189,535;143;189;319;65;181;139;348;536;8;236;415
546,1,1616,123-51-3,195,535;143;189;217;41;8;330;215;415
547,1,1621,123-66-0,215,191;41;243;482;531;396;188;215
548,1,1623,123-69-3,335,22;335;19;337
549,1,1624,123-72-8,121,139;243;337;69;309;415
550,1,1626,123-75-1,20,184;456;22;20;460;199
551,1,1627,123-76-2,87,87;245;159;482;4;79;517
552,1,1630,123-86-4,189,459;189;466;41;215
553,1,1632,123-92-2,215,41;215;482;466
554,1,1634,123-94-4,191,531;191
555,1,1635,123-95-5,191,353;191
556,1,1636,123-96-6,470,257;181;243;538;208;470
557,2,1,124-06-1,531,522;531;482;366
558,2,2,124-07-2,191,353;191;518;105;531;419
559,2,4,124-10-7,531,531;191;391
560,2,6,124-12-9,9,9;191;243
561,2,7,124-13-0,9,358;9;191;383;130;243;360;531
562,2,11,124-19-6,9,9;191;383;430;366;130;243;360;531;161;208;292
563,2,14,124-25-4,531,335;191;381;269;178;131;159;199;531;17;171;215
564,2,24,124-76-5,40,82;40;257;538
565,2,27,125-12-2,40,82;257;464;130;482;538;40
566,2,42,126-64-7,201,56;257;298;225;507
567,2,43,126-90-9,201,392;201;286;482
568,2,45,126-91-0,201,343;201;538;208;286
569,2,54,127-17-3,4,468;459;2;87
570,2,64,127-41-3,201,522;201;366;482;538;505;215
571,2,65,127-42-4,408,491;522;201;366;482;538;408;215
572,2,66,127-42-4,408,522;201;366;538;408
573,2,67,127-42-4,408,522;366;201;538
574,2,68,127-43-5,366,499;522;366;201;159;538;408;505
575,2,71,127-51-5,201,522;201;366;482;538;408
576,2,72,127-51-5,201,522;201;538
577,2,73,127-51-5,201,201;366;522;538
578,2,74,127-51-5,201,522;201;366;538;408
579,2,75,127-51-5,201,491;522;201;538;408;215
580,2,80,127-91-3,257,82;329;347;147;495;390;178;251;243;395;190;538;208;470;423
581,2,85,128-37-0,394,82;394
582,2,87,128-50-7,40,257;130;482;395;40
583,2,88,128-51-8,257,56;257;395;538;286
584,2,102,130-95-0,352,352
585,2,123,133-18-6,201,358;430;366;201;259;482;236
586,2,127,133-37-9,352,
587,2,133,134-09-8,215,236;325
588,2,135,134-20-3,215,362;201;337;344;408;236;215
589,2,136,134-28-1,40,191;243;538;433;470
590,2,145,134-96-3,243,398;504;482;538
591,2,147,135-02-4,24,250;245;482;408;517;13
592,2,152,135-79-5,243,394;533;288;181;348;243;326;154
593,2,159,136-60-7,40,40;17;215
594,2,162,137-00-8,319,353;191;480;319;71;543;348;69;145;50
595,2,163,137-03-1,215,353;272;208;505;215;377
596,2,164,137-06-4,319,340;184;480;221;319;436;111;337;354
597,2,169,137-32-6,427,535;354;217;427;536;8;215
598,2,177,138-22-7,159,282;105;159;181;277;334;531;195;327;171;215;517
599,2,178,138-23-8,201,226;432;482;343;505;470;215
600,2,183,138-86-3,130,495;257;130;82
601,2,184,138-87-4,538,538;181;415
602,2,196,139-45-7,353,353;111;191;215
603,2,198,139-70-8,201,257;430;259;482;531;208
604,2,199,139-85-5,321,321;178;14
605,2,206,140-10-3,40,40;482;474
606,2,208,140-11-4,201,272;201;482;208;215
607,2,210,140-25-0,464,531;191;464
608,2,211,140-26-1,201,30;511;430;396;201;482;25;426;61;215;377
609,2,212,140-27-2,470,468;28;543;482;195;322;536;538;112;470;215
610,2,214,140-39-6,201,22;394;341
611,2,216,140-67-0,24,394;329;257;193;243;482;448;470;23
612,2,218,140-88-5,398,6;398;215
613,2,225,141-05-9,215,130;41;215
614,2,226,141-06-0,189,189;326;22;396;215
615,2,228,141-09-3,201,226;288;430;201;178;243
616,2,229,141-10-6,40,201;130;482;178;531;180;408;40;470
617,2,230,141-11-7,201,226;432;130;408;470
618,2,232,141-12-8,201,238;381;464;430;175;201;130;482;505;215
619,2,233,141-13-9,9,314;9;299;430;269;201;531;530;208
620,2,234,141-14-0,201,430;201;130;243;531;344;215
621,2,235,141-15-1,201,226;432;57;505;215
622,2,236,141-16-2,201,226;201;130;243;482;62;531;505;215
623,2,243,141-25-3,201,226;129;191;310;430;432;300;201;130;482;291;531;408;208;470
624,2,245,141-27-5,130,291;130
625,2,253,141-78-6,189,533;189;482;243;236;215;438
626,2,254,141-79-7,518,6;518;111;181;348;337;121;538;415
627,2,258,141-92-4,201,299;430;298;243;333;531
628,2,262,141-97-9,215,191;511;243;482;57;25;208;188;215
629,2,270,142-19-8,215,143;217;426;41;482;531;195;396;215
630,2,283,142-60-9,215,271;201;482;243;334;538;215;420
631,2,284,142-62-1,191,468;481;191;105
632,2,291,142-77-8,191,191
633,2,294,142-83-6,243,9;201;130;243;482;531;470;215
634,2,300,142-92-7,215,381;191;41;243;482;25;208;215
635,2,303,143-07-7,191,191;140;47
636,2,305,143-08-8,201,358;353;191;430;201;534;180;208;135
637,2,307,143-13-5,531,214;243;482;531;215;135
638,2,308,143-14-6,9,310;9;201;130;243;531
639,2,323,144-39-8,201,56;430;298;538;208;438
640,2,330,145-39-1,335,408;335;191;482
641,2,340,147-85-3,352,
642,2,363,150-60-7,463,87;75;181;243;463
643,2,367,150-78-7,243,243;193;482;252
644,2,369,150-84-5,201,381;214;191;430;201;130;243;62;291;25;531;538;215
645,2,370,150-86-7,201,408;40;201;531
646,2,371,150-90-3,352,
647,2,374,151-05-3,201,272;381;430;201;243;482;57;408;215
648,2,375,151-10-0,321,347;147;482;4;321;344;428;215
649,2,377,151-19-9,201,430;482;62;538;208;61
650,2,391,156-06-9,259,394;533;259;482;243;4;13
651,2,417,288-47-1,199,199;319;348
652,2,420,290-37-9,348,45;253;150;427;482;254;415
653,2,452,302-72-7,352,
654,2,482,326-61-4,201,272;250;464;271;201;482;475;326;31;408
655,2,493,334-48-5,191,468;191;130;419
656,2,494,334-49-6,215,353;482;531;208;215
657,2,505,350-03-8,348,394;250;402;348;178;482;538
658,2,528,409-02-9,348,253;427;348;277;141;197
659,2,535,431-03-8,79,87;159;482;79;415
660,2,538,432-25-7,505,257;439;430;499;482;243;505;215;135
661,2,546,443-79-8,352,
662,2,560,458-36-6,69,168;45;67;233;482;235;146;171;66;517
663,2,562,459-80-3,243,533;178;243;482;4;242;538;331
664,2,579,464-43-7,40,395;181;82
665,2,580,464-45-9,40,395;390;82;538
666,2,581,464-48-2,82,82
667,2,582,464-49-3,82,82;394;329;257;147;325;243;538;321
668,2,587,465-24-7,332,332;538
669,2,589,465-31-6,329,82;325;337
670,2,605,469-61-4,538,99;208;482;538
671,2,618,470-67-7,257,82;329;147;495;243;395;190
672,2,619,470-82-6,257,82;257;190;321
673,2,632,471-84-1,82,82
674,2,643,472-66-2,82,82;353;533;147;538;215
675,2,648,472-97-9,470,332;181;525;538;470
676,2,649,473-03-0,17,18;281;17;538
677,2,655,473-15-4,538,243;538
678,2,662,473-62-1,82,82;395;472;198
679,2,663,473-67-6,40,395;208;257;368
680,2,674,475-20-7,538,430;482;198;538;321
681,2,735,481-34-5,257,257;538
682,2,766,483-76-1,257,497;178;257;538
683,2,771,484-12-8,178,178;257;337
684,2,774,484-31-1,538,470;538
685,2,796,487-11-6,470,201;470
686,2,810,488-10-8,201,272;257;201;130;538;101;470
687,2,829,489-40-7,538,40;538
688,2,836,489-86-1,538,433;246;538
689,2,838,490-03-9,329,329;74;288;165
690,2,851,491-01-0,325,325;329;147
691,2,852,491-02-1,325,325
692,2,855,491-07-6,325,82;329;189;147;325;482;389
693,2,856,491-09-8,329,459;329;394
694,2,858,491-35-0,75,353;257;75;201;482
695,2,879,494-08-6,517,517
696,2,883,494-90-6,337,181;348;337;141;415
697,2,888,495-40-9,82,82;112;253;524
698,2,889,495-60-3,470,208;459;470
699,2,890,495-61-4,40,40;538
700,2,891,495-62-5,215,357;495;41;130;339;243;538;40;505;470;215
701,2,894,495-76-1,517,408;482;517
702,2,905,496-77-5,79,348;79;482;415
703,2,906,496-78-6,394,394;111
704,2,912,497-23-4,79,79
705,2,917,498-00-0,159,87;394;504;233;159;408;482;140;327;517
706,2,918,498-02-2,517,482;517
707,2,928,498-81-7,257,495;300;482;395;538
708,2,930,499-12-7,,498;518;348;178;337
709,2,934,499-44-5,538,332;394;538
710,2,935,499-54-7,87,87;478;330;312
711,2,937,499-70-7,329,329;147;469;243;538
712,2,938,499-71-8,329,329
713,2,939,499-74-1,329,469
714,2,940,499-75-2,470,82;497;257;147;463;538;470
715,2,946,500-02-7,470,163;88;257;538;470
716,2,957,501-19-9,470,470;90
717,2,962,501-52-0,201,335;191;126;430;482
718,2,963,501-92-8,394,321;394;257
719,2,964,501-94-0,201,201;215;482
720,2,972,502-47-6,243,240;129;191;499;518;201;243;463;531
721,2,976,502-61-4,538,56;257;518;201;130;339;243;538;286;344
722,2,981,502-69-2,201,353;272;257;538;101
723,2,982,502-72-7,335,335;22;242;408;343
724,2,985,502-99-8,215,201;215;136
725,2,991,503-74-2,105,468;191;105;426;481;4;505;171;215;415
726,2,1007,505-10-2,319,480;518;467;482;145;354;451
727,2,1008,505-20-4,480,
728,2,1009,505-23-7,11,11;427
729,2,1010,505-29-3,454,480;466;221;334;195;454;354
730,2,1011,505-32-8,201,201;257;243
731,2,1015,505-57-7,243,518;288;399;243;482;25;14;215
732,2,1019,505-79-3,429,480;518;181;264;326;429;417;415
733,2,1020,505-90-8,191,191;243
734,2,1042,507-09-5,319,319;75;145;427
735,2,1043,507-70-0,40,395;40;82;538
736,2,1053,511-02-4,538,495;243;441;538;17
737,2,1067,512-13-0,181,82;329;257;147;181;243;395;190;538;135
738,2,1078,513-44-0,480,336;518;145
739,2,1081,513-85-9,159,79;159;215
740,2,1082,513-86-0,79,191;159;482;79;327;171
741,2,1097,515-00-4,257,82;329;147;482;395;538;321;40
742,2,1098,515-03-7,40,17;533;482;441;538;40
743,2,1104,515-69-5,201,40;390;201;135
744,2,1165,523-47-7,538,243;538
745,2,1169,523-80-8,257,257;373
746,2,1185,526-75-0,394,394;111;337
747,2,1186,526-83-0,352,
748,2,1197,527-60-6,394,394;141
749,2,1210,529-01-1,257,257;482;215
750,2,1235,531-26-0,470,40;137;470
751,2,1240,531-59-9,40,40;504;482
752,2,1254,533-18-6,321,211;201;321;482
753,2,1264,534-15-6,189,459;189;252;243;482;8
754,2,1266,534-22-5,121,189;121;3
755,2,1282,536-50-5,201,250;201;348;482;408
756,2,1283,536-59-4,243,163;191;297;201;243;482;62;31;89;360;531;538;470
757,2,1284,536-60-7,470,163;88;257;470;289
758,2,1288,536-78-7,499,349;499;289
759,2,1302,538-65-8,40,139;482;40;470;215
760,2,1306,538-86-3,215,189;201;243;266;544;215
761,2,1311,539-30-0,215,505;396;215
762,2,1317,539-82-2,215,243;482;4;57;25;505;396;215
763,2,1319,539-88-8,215,424;201;243;482;57;531;322;396;215
764,2,1320,539-90-2,215,511;426;482;57;73;84;25;212;396;112;215;438
765,2,1321,540-07-8,215,143;381;191;243;482;25;531;396;188;215
766,2,1325,540-18-1,215,41;482;505;396;112;215
767,2,1326,540-42-1,215,189;511;41;482;243;73;505;188;215;438;415
768,2,1328,540-63-6,480,319;480
769,2,1337,541-31-1,480,356;221;480;354
770,2,1340,541-47-9,394,394;171;243
771,2,1342,541-58-2,141,45;491;51;141
772,2,1343,541-85-5,257,353;257;482
773,2,1344,541-91-3,335,335;191;464;201;482;22;408;343
774,2,1353,542-46-1,335,335;178;482;22;135
775,2,1355,542-55-2,111,189;111;215;482
776,2,1358,542-85-8,415,336;415;221
777,2,1361,543-39-5,201,130;208;201;286
778,2,1362,543-49-7,130,257;201;482;243;208;215;293
779,2,1365,544-12-7,243,243;288
780,2,1369,544-35-4,191,353;191;215
781,2,1370,544-40-1,11,240;226;257;518;430;221;436;264;243;523;354;451
782,2,1376,544-63-8,531,191;464;131;531;140;396
783,2,1391,546-49-6,257,259;257;329;57
784,2,1392,546-79-2,257,329;147;495;243;190;470
785,2,1393,546-80-5,496,99;496
786,2,1399,547-61-5,538,40;525;193;538
787,2,1400,547-63-7,215,189;511;201;482;25;396;215
788,2,1427,551-08-6,257,257;518;304;243;101
789,2,1432,552-02-3,257,329;257;243;482;505;215
790,2,1455,554-12-1,215,475;25;208;215;438
791,2,1457,554-14-3,480,480;427;11;243;354
792,2,1462,555-10-2,329,495;329
793,2,1472,556-24-1,215,511;482;25;396;188;215
794,2,1479,556-61-6,415,336;264;415
795,2,1482,556-82-1,215,543;243;482;195;8;286;215
796,2,1483,557-00-6,215,25;58;482;215
797,2,1491,557-48-2,243,191;518;178;243;523;161;322
798,2,1500,560-88-3,257,363;243;198;538;40;208
799,2,1505,562-74-3,470,495;390;325;181;130;482;337;538;470
800,2,1514,564-20-5,538,332;18;499;178;372;31;538;99;281
801,2,1517,564-94-3,470,82;329;504;126;147;495;271;482;243;538;470
802,2,1523,565-63-9,470,470
803,2,1557,576-26-1,321,394;482;141;429;321
804,2,1560,577-16-2,201,394;75;250;24;348;259;482;408;157
805,2,1565,578-58-5,340,340;82;394;363;201;348;482;181;524;538
806,2,1568,579-07-7,398,259;398;79
807,2,1572,579-74-8,24,408;24;394;13
808,2,1589,583-04-0,215,112;201;482;57
809,2,1591,583-33-5,,201;363
810,2,1597,583-60-8,329,329;147;389
811,2,1600,584-02-1,257,353;348;257;482
812,2,1610,585-24-0,79,87;79;215
813,2,1611,585-25-1,176,125;9;257;191;176;181;35;154
814,2,1621,586-62-9,257,130;482;395;538;208;292
815,2,1625,586-81-2,395,395;201;297
816,2,1626,586-82-3,538,178;337;538
817,2,1633,588-67-0,201,201;430
818,2,1637,589-35-5,195,143;217;139;243;536;215;415
819,2,1638,589-38-8,215,482;531;236;215;438
820,2,1643,589-59-3,215,41;243;482;25;215;420
821,2,1646,589-66-2,215,87;143;381;426;178;72;243;538;8;505;215;438
822,2,1648,589-75-3,79,257;79;189
823,2,1650,589-82-2,257,58;257;415
824,2,1653,589-92-4,22,22;337
825,2,1655,589-98-0,181,329;257;181;130;159;337;243;334;531;195;322;538;171;470
826,2,1657,590-01-2,215,511;430;41;181;482;112;426;188;438
827,2,1667,590-86-3,9,191;9;189;121;377
828,2,1670,591-12-8,140,353;504;499;466;348;482;140;157
829,2,1672,591-23-1,466,466;217;178;337;215;438
830,2,1673,591-24-2,82,82;329;321
831,2,1679,591-49-1,130,300;130
832,2,1680,591-60-6,215,195;65;215;482
833,2,1683,591-68-4,215,511;243;482;505;396;215;420
834,2,1685,591-78-6,215,319;79;215;216
835,2,1686,591-80-0,105,87;109;79;105
836,2,1691,592-20-1,215,348;79;171;215
837,2,1701,592-82-5,480,480;243;415
838,2,1702,592-84-7,215,399;65;215;438
839,2,1703,592-88-1,480,480;221;264;326;354;415
840,2,1706,593-08-8,531,191;257;348;181;334;531;140;117;327;171
841,2,1740,598-75-4,215,124;518;105;217;139;337;8
842,2,1746,600-14-6,79,87;498;105;159;348;482;79;415
843,2,1747,600-18-0,87,87;282;159;482;72
844,2,1766,604-68-2,352,
845,2,1770,606-45-1,257,83;164;257;201;266;215
846,2,1775,607-85-2,243,154;363;138
847,2,1777,607-90-9,201,399;202;215;138
848,2,1778,607-91-0,470,40;525;470;538
849,2,1779,607-97-6,215,257;189;181;243;536;428;215
850,2,1796,611-13-2,216,499;482;334;215;216
851,2,1802,612-15-7,243,189;348;257;243
852,2,1809,613-70-7,538,394;245;178;482;463;137;538;408;249;470;517
853,2,1817,614-29-9,201,366;201
854,2,1819,614-33-5,257,257;243;40;398;135
855,2,1823,614-47-1,201,40;201;257
856,2,1829,614-99-3,40,363;40;201;215
857,2,1830,615-10-1,257,257;181;482;121;334
858,2,1833,615-22-5,191,191;463;538
859,2,1841,616-09-1,536,545;536;327
860,2,1842,616-25-1,243,518;264;243;505;215;415
861,2,1844,616-31-9,480,480;427;179;224;215;451
862,2,1851,617-01-6,257,257;190
863,2,1854,617-05-0,394,394;75;245;463;326;408
864,2,1857,617-35-6,189,87;459;189;518;482;215;438
865,2,1859,617-50-5,215,381;130;482;396;215
866,2,1871,617-94-7,243,482;243;181
867,2,1874,619-01-2,329,82;329;257;147;495;325;469;482;208
868,2,1881,620-02-0,87,87;312;482;141;69;470;72
869,2,1882,620-17-7,337,
870,2,1883,620-23-5,215,394;482;14;112;215
871,2,1888,620-79-1,470,214;201;482;57;337;173;40;505;470;517;215
872,2,1889,620-80-4,40,40;505;214;215
873,2,1903,621-82-9,40,40;127;482;474
874,2,1906,622-39-9,243,191;499;427;348;243
875,2,1907,622-45-7,215,189;466;41;482;337;25;215
876,2,1908,622-60-6,201,83;201;544
877,2,1909,622-62-8,22,394;398;348;250
878,2,1910,622-78-6,527,353;264;180;321;527
879,2,1911,623-05-2,215,140;215;482;14
880,2,1913,623-15-4,470,126;24;348;159;482;525;408;40;470;517;157
881,2,1914,623-17-6,215,41;264;215;482
882,2,1915,623-18-7,215,137;112;127
883,2,1916,623-19-8,215,353;41;243;482;141;470;215
884,2,1918,623-21-2,215,236;215;243
885,2,1919,623-22-3,470,87;130;482;40;470;215
886,2,1921,623-30-3,470,240;126;348;243;538;470;517;215
887,2,1922,623-36-9,215,240;274;9;224;243;426;215;415
888,2,1923,623-37-0,8,124;214;189;466;217;243;25;8;321;396;438
889,2,1926,623-42-7,215,189;217;41;159;482;25;195;396;215;415
890,2,1927,623-43-8,243,459;215;243
891,2,1933,623-70-1,195,87;11;111;482;438;415
892,2,1935,623-84-7,215,2;215
893,2,1940,624-01-1,377,159;377
894,2,1944,624-09-9,243,240;243
895,2,1945,624-13-5,140,143;191;139;140;536
896,2,1951,624-24-8,215,274;511;481;348;243;482;73;25;396;188;215
897,2,1952,624-41-9,215,275;41;482;212;505;426;188;215
898,2,1958,624-51-1,257,353;257;470
899,2,1959,624-54-4,215,30;396;215;482
900,2,1960,624-89-5,480,480;518;221;319;141;326;502;80
901,2,1961,624-92-0,480,80;480;518;354
902,2,1969,625-33-2,215,394;3;111;199;215
903,2,1972,625-55-8,189,189;466;139;482;505;215
904,2,1973,625-60-5,480,480;221;319;141;354;215
905,2,1975,625-80-9,480,480;518;221
906,2,1978,625-86-5,319,38;189;427;319;111;50;241
907,2,1981,626-38-0,257,49;358;274;533;257;518;41;346;348;243;337;277;22;215
908,2,1985,626-77-7,215,274;243;482;505;396;215
909,2,1986,626-82-4,215,274;243;57;25;531;536;396;215
910,2,1991,626-93-7,536,191;495;111;536;98;215
911,2,1993,626-98-2,105,191;415
912,2,2009,627-90-7,464,143;191;464;531;140;79
913,2,2011,627-93-0,348,348
914,2,2013,628-00-2,480,480;518;354;481;462;415
915,2,2017,628-29-5,480,354;480;518;221
916,2,2021,628-46-6,191,353;191;215;105
917,2,2022,628-63-7,215,381;189;41;25;215
918,2,2029,628-97-7,531,159;531;327;40;215
919,2,2030,628-99-9,531,358;105;159;130;243;531;215
920,2,2035,629-19-6,11,356;480;75;11;181;453;326;208;505
921,2,2039,629-33-4,215,399;25;41;482
922,2,2040,629-40-3,531,310;201;130;482;531;208
923,2,2042,629-45-8,480,480
924,2,2050,629-63-0,135,362;534;243;208;135
925,2,2095,635-46-1,22,133;22;259;394
926,2,2101,636-72-6,451,142;451;141
927,2,2108,637-64-9,215,87;189;438;482;215;72
928,2,2109,637-65-0,348,353;191;41;348;523;337;195;369;505;215
929,2,2111,637-78-5,215,189;41;482;396;215
930,2,2115,638-02-8,480,348;480
931,2,2117,638-11-9,215,189;426;482;396;188;215
932,2,2118,638-17-5,319,480;150;253;134;319;348;181
933,2,2120,638-25-5,181,143;191;186;366;482;536
934,2,2125,638-49-3,215,189;181;243;44;215
935,2,2126,638-53-9,531,531;538
936,2,2128,638-59-5,531,531;191
937,2,2136,639-99-6,243,470;243;538;430
938,2,2153,644-08-6,470,329;147;201;489;537;531;470;23
939,2,2154,644-13-3,340,340;362;201
940,2,2156,644-35-9,394,321;394;463
941,2,2157,644-49-5,215,274;511;426;482;57;322;505;188;215
942,2,2159,644-98-4,243,154;243;518
943,2,2161,645-13-6,366,257;366;470;538
944,2,2165,645-56-7,394,321;394
945,2,2174,646-07-1,105,105;415
946,2,2185,656-53-1,319,319;71;69;51;50;72
947,2,2190,659-70-1,215,271;243;482;25;505;426;188;215
948,2,2201,673-22-3,517,517
949,2,2203,673-84-7,201,257;390;201;346;482;505
950,2,2206,675-09-2,87,87;477;295;243;482;232;40
951,2,2226,689-67-8,201,9;288;430;307;201;243;208;215
952,2,2227,689-89-4,215,295;482;243;470;215;72;415;23
953,2,2229,691-38-3,215,215;243
954,2,2232,692-86-4,191,143;191;464;159;482;531;215;135
955,2,2239,693-54-9,201,358;201;191;377
956,2,2245,693-95-8,348,518;11;348;243;502;505;426
957,2,2248,695-06-7,504,282;499;257;159;482;243;140;157
958,2,2260,698-10-2,87,87;312;119;348;482;78;409;478;215;194
959,2,2261,698-27-1,215,394;112;14
960,2,2263,698-76-0,140,282;191;504;159;482;243;140;505;171;157
961,2,2264,698-87-3,201,201;430
962,2,2265,699-02-5,201,40;201;243;430
963,2,2266,699-10-5,480,480;518;243;326;80
964,2,2267,699-17-2,470,87;470
965,2,2272,700-82-3,140,140;504;157
966,2,2273,701-70-2,201,266
967,2,2280,705-73-7,243,482;243;181
968,2,2282,705-86-2,140,353;282;191;159;482;140;327;208;171;215;377
969,2,2283,706-14-9,215,353;191;159;482;531;140;79;208;215;377
970,2,2285,707-29-9,257,497;499;257;482;22;208;289
971,2,2289,710-04-3,140,282;191;159;243;531;140;327;215;377
972,2,2292,713-95-1,505,353;30;191;159;482;326;140;79;327;208;171;215;377
973,2,2309,762-26-5,130,314;9;201;130;368
974,2,2310,762-29-8,215,159;201;215;536
975,3,0,764-39-6,243,358;243;25;502;415
976,3,12,765-05-9,208,430;531;136;408;135
977,3,17,765-70-8,87,87;477;312;75;482;141;69;538
978,3,18,765-87-7,348,5;87;312;71;346;482
979,3,21,766-92-7,75,403;283;75;427;115;51
980,3,26,770-27-4,470,126;470;289
981,3,33,774-48-1,243,243;14
982,3,34,774-55-0,201,362;335;201;236
983,3,35,774-64-1,470,257;329;470
984,3,65,818-57-5,243,215;243
985,3,78,821-55-6,215,533;257;464;105;181;243;482;531;140;208;215
986,3,94,823-22-3,257,159;215;140
987,3,102,825-51-4,201,329;135;430;333
988,3,107,828-26-2,215,238;97;480;75;147;319;181;59;243;505;215;165
989,3,135,868-57-5,215,191;28;189;511;299;243;408;426;188;215
990,3,139,870-23-5,480,480;427;221;11;355;319;104;354;244
